name,value
总病例,-
单日新病例,728
重症,23
病情稳定,-
治愈,682
境外输入,-
本地感染,-
感染源仍在调查中,-
感染群总结,
最后编辑时间,最后更新：4月17日00:10AM（截至4月16日卫生部文告）
