name,value
总病例,-
单日新病例,386
重症,29
病情稳定,-
治愈,585
境外输入,-
本地感染,-
感染源仍在调查中,-
感染群总结,
最后编辑时间,最后更新：4月14日12:35PM（截至4月13日卫生部文告）
