dt,Country,Region,Deaths,CumulativeDeaths,Confirm,CumulativeConfirm
2020-04-01,BL,AMRO,0,0,0,6
2020-04-02,BL,AMRO,0,0,0,6
2020-04-03,BL,AMRO,0,0,0,6
2020-04-04,BL,AMRO,0,0,0,6
2020-04-05,BL,AMRO,0,0,0,6
2020-04-06,BL,AMRO,0,0,0,6
2020-04-07,BL,AMRO,0,0,0,6
2020-04-08,BL,AMRO,0,0,0,6
2020-04-09,BL,AMRO,0,0,0,6
2020-04-10,BL,AMRO,0,0,0,6
2020-04-11,BL,AMRO,0,0,0,6
2020-04-12,BL,AMRO,0,0,0,6
2020-04-13,BL,AMRO,0,0,0,6
2020-04-14,BL,AMRO,0,0,0,6
2020-04-15,BL,AMRO,0,0,0,6
2020-04-16,BL,AMRO,0,0,0,6
2020-04-17,BL,AMRO,0,0,0,6
2020-04-18,BL,AMRO,0,0,0,6
2020-04-19,BL,AMRO,0,0,0,6
2020-04-20,BL,AMRO,0,0,0,6
2020-04-21,BL,AMRO,0,0,0,6
2020-04-22,BL,AMRO,0,0,0,6
2020-04-23,BL,AMRO,0,0,0,6
2020-04-24,BL,AMRO,0,0,0,6
2020-04-25,BL,AMRO,0,0,0,6
2020-04-26,BL,AMRO,0,0,0,6
2020-04-27,BL,AMRO,0,0,0,6
2020-04-28,BL,AMRO,0,0,0,6
2020-04-29,BL,AMRO,0,0,0,6
2020-04-30,BL,AMRO,0,0,0,6
2020-05-01,BL,AMRO,0,0,0,6
2020-05-02,BL,AMRO,0,0,0,6
2020-05-03,BL,AMRO,0,0,0,6
2020-05-04,BL,AMRO,0,0,0,6
2020-05-05,BL,AMRO,0,0,0,6
2020-05-06,BL,AMRO,0,0,0,6
2020-05-07,BL,AMRO,0,0,0,6
2020-05-08,BL,AMRO,0,0,0,6
2020-05-09,BL,AMRO,0,0,0,6
2020-05-10,BL,AMRO,0,0,0,6
2020-05-11,BL,AMRO,0,0,0,6
2020-05-12,BL,AMRO,0,0,0,6
2020-05-13,BL,AMRO,0,0,0,6
2020-05-14,BL,AMRO,0,0,0,6
2020-05-15,BL,AMRO,0,0,0,6
2020-05-16,BL,AMRO,0,0,0,6
2020-05-17,BL,AMRO,0,0,0,6
2020-05-18,BL,AMRO,0,0,0,6
2020-05-19,BL,AMRO,0,0,0,6
2020-05-20,BL,AMRO,0,0,0,6
2020-05-21,BL,AMRO,0,0,0,6
2020-05-22,BL,AMRO,0,0,0,6
2020-05-23,BL,AMRO,0,0,0,6
2020-05-24,BL,AMRO,0,0,0,6
2020-05-25,BL,AMRO,0,0,0,6
2020-05-26,BL,AMRO,0,0,0,6
2020-05-27,BL,AMRO,0,0,0,6
2020-05-28,BL,AMRO,0,0,0,6
2020-05-29,BL,AMRO,0,0,0,6
2020-05-30,BL,AMRO,0,0,0,6
2020-05-31,BL,AMRO,0,0,0,6
2020-06-01,BL,AMRO,0,0,0,6
2020-06-02,BL,AMRO,0,0,0,6
2020-06-03,BL,AMRO,0,0,0,6
2020-06-04,BL,AMRO,0,0,0,6
2020-06-05,BL,AMRO,0,0,0,6
2020-06-06,BL,AMRO,0,0,0,6
2020-06-07,BL,AMRO,0,0,0,6
2020-06-08,BL,AMRO,0,0,0,6
2020-06-09,BL,AMRO,0,0,0,6
2020-06-10,BL,AMRO,0,0,0,6
2020-06-11,BL,AMRO,0,0,0,6
2020-06-12,BL,AMRO,0,0,0,6
2020-06-13,BL,AMRO,0,0,0,6
2020-06-14,BL,AMRO,0,0,0,6
2020-06-15,BL,AMRO,0,0,0,6
2020-06-16,BL,AMRO,0,0,0,6
2020-06-17,BL,AMRO,0,0,0,6
2020-06-18,BL,AMRO,0,0,0,6
2020-06-19,BL,AMRO,0,0,0,6
2020-06-20,BL,AMRO,0,0,0,6
2020-06-21,BL,AMRO,0,0,0,6
2020-06-22,BL,AMRO,0,0,0,6
2020-06-23,BL,AMRO,0,0,0,6
2020-06-24,BL,AMRO,0,0,0,6
2020-06-25,BL,AMRO,0,0,0,6
2020-06-26,BL,AMRO,0,0,0,6
2020-06-27,BL,AMRO,0,0,0,6
2020-06-28,BL,AMRO,0,0,0,6
2020-06-29,BL,AMRO,0,0,0,6
2020-06-30,BL,AMRO,0,0,0,6
2020-07-01,BL,AMRO,0,0,0,6
2020-07-02,BL,AMRO,0,0,0,6
2020-07-03,BL,AMRO,0,0,0,6
2020-07-04,BL,AMRO,0,0,0,6
2020-07-05,BL,AMRO,0,0,0,6
2020-07-06,BL,AMRO,0,0,0,6
2020-07-07,BL,AMRO,0,0,0,6
2020-07-08,BL,AMRO,0,0,0,6
2020-07-09,BL,AMRO,0,0,0,6
2020-07-10,BL,AMRO,0,0,0,6
2020-07-11,BL,AMRO,0,0,0,6
2020-07-12,BL,AMRO,0,0,0,6
2020-07-13,BL,AMRO,0,0,0,6
2020-07-14,BL,AMRO,0,0,0,6
2020-07-15,BL,AMRO,0,0,0,6
2020-07-16,BL,AMRO,0,0,0,6
2020-07-17,BL,AMRO,0,0,0,6
2020-07-18,BL,AMRO,0,0,0,6
2020-07-19,BL,AMRO,0,0,0,6
2020-07-20,BL,AMRO,0,0,0,6
2020-07-21,BL,AMRO,0,0,0,6
2020-07-22,BL,AMRO,0,0,0,6
2020-07-23,BL,AMRO,0,0,0,6
2020-07-24,BL,AMRO,0,0,0,6
2020-07-25,BL,AMRO,0,0,0,6
2020-07-26,BL,AMRO,0,0,1,7
2020-03-26,KN,AMRO,0,0,2,2
2020-03-27,KN,AMRO,0,0,0,2
2020-03-28,KN,AMRO,0,0,0,2
2020-03-29,KN,AMRO,0,0,0,2
2020-03-30,KN,AMRO,0,0,0,2
2020-03-31,KN,AMRO,0,0,0,2
2020-04-01,KN,AMRO,0,0,6,8
2020-04-02,KN,AMRO,0,0,0,8
2020-04-03,KN,AMRO,0,0,0,8
2020-04-04,KN,AMRO,0,0,0,8
2020-04-05,KN,AMRO,0,0,1,9
2020-04-06,KN,AMRO,0,0,0,9
2020-04-07,KN,AMRO,0,0,1,10
2020-04-08,KN,AMRO,0,0,0,10
2020-04-09,KN,AMRO,0,0,1,11
2020-04-10,KN,AMRO,0,0,0,11
2020-04-11,KN,AMRO,0,0,0,11
2020-04-12,KN,AMRO,0,0,1,12
2020-04-13,KN,AMRO,0,0,0,12
2020-04-14,KN,AMRO,0,0,0,12
2020-04-15,KN,AMRO,0,0,0,12
2020-04-16,KN,AMRO,0,0,2,14
2020-04-17,KN,AMRO,0,0,0,14
2020-04-18,KN,AMRO,0,0,0,14
2020-04-19,KN,AMRO,0,0,0,14
2020-04-20,KN,AMRO,0,0,0,14
2020-04-21,KN,AMRO,0,0,1,15
2020-04-22,KN,AMRO,0,0,0,15
2020-04-23,KN,AMRO,0,0,0,15
2020-04-24,KN,AMRO,0,0,0,15
2020-04-25,KN,AMRO,0,0,0,15
2020-04-26,KN,AMRO,0,0,0,15
2020-04-27,KN,AMRO,0,0,0,15
2020-04-28,KN,AMRO,0,0,0,15
2020-04-29,KN,AMRO,0,0,0,15
2020-04-30,KN,AMRO,0,0,0,15
2020-05-01,KN,AMRO,0,0,0,15
2020-05-02,KN,AMRO,0,0,0,15
2020-05-03,KN,AMRO,0,0,0,15
2020-05-04,KN,AMRO,0,0,0,15
2020-05-05,KN,AMRO,0,0,0,15
2020-05-06,KN,AMRO,0,0,0,15
2020-05-07,KN,AMRO,0,0,0,15
2020-05-08,KN,AMRO,0,0,0,15
2020-05-09,KN,AMRO,0,0,0,15
2020-05-10,KN,AMRO,0,0,0,15
2020-05-11,KN,AMRO,0,0,0,15
2020-05-12,KN,AMRO,0,0,0,15
2020-05-13,KN,AMRO,0,0,0,15
2020-05-14,KN,AMRO,0,0,0,15
2020-05-15,KN,AMRO,0,0,0,15
2020-05-16,KN,AMRO,0,0,0,15
2020-05-17,KN,AMRO,0,0,0,15
2020-05-18,KN,AMRO,0,0,0,15
2020-05-19,KN,AMRO,0,0,0,15
2020-05-20,KN,AMRO,0,0,0,15
2020-05-21,KN,AMRO,0,0,0,15
2020-05-22,KN,AMRO,0,0,0,15
2020-05-23,KN,AMRO,0,0,0,15
2020-05-24,KN,AMRO,0,0,0,15
2020-05-25,KN,AMRO,0,0,0,15
2020-05-26,KN,AMRO,0,0,0,15
2020-05-27,KN,AMRO,0,0,0,15
2020-05-28,KN,AMRO,0,0,0,15
2020-05-29,KN,AMRO,0,0,0,15
2020-05-30,KN,AMRO,0,0,0,15
2020-05-31,KN,AMRO,0,0,0,15
2020-06-01,KN,AMRO,0,0,0,15
2020-06-02,KN,AMRO,0,0,0,15
2020-06-03,KN,AMRO,0,0,0,15
2020-06-04,KN,AMRO,0,0,0,15
2020-06-05,KN,AMRO,0,0,0,15
2020-06-06,KN,AMRO,0,0,0,15
2020-06-07,KN,AMRO,0,0,0,15
2020-06-08,KN,AMRO,0,0,0,15
2020-06-09,KN,AMRO,0,0,0,15
2020-06-10,KN,AMRO,0,0,0,15
2020-06-11,KN,AMRO,0,0,0,15
2020-06-12,KN,AMRO,0,0,0,15
2020-06-13,KN,AMRO,0,0,0,15
2020-06-14,KN,AMRO,0,0,0,15
2020-06-15,KN,AMRO,0,0,0,15
2020-06-16,KN,AMRO,0,0,0,15
2020-06-17,KN,AMRO,0,0,0,15
2020-06-18,KN,AMRO,0,0,0,15
2020-06-19,KN,AMRO,0,0,0,15
2020-06-20,KN,AMRO,0,0,0,15
2020-06-21,KN,AMRO,0,0,0,15
2020-06-22,KN,AMRO,0,0,0,15
2020-06-23,KN,AMRO,0,0,0,15
2020-06-24,KN,AMRO,0,0,0,15
2020-06-25,KN,AMRO,0,0,0,15
2020-06-26,KN,AMRO,0,0,0,15
2020-06-27,KN,AMRO,0,0,0,15
2020-06-28,KN,AMRO,0,0,0,15
2020-06-29,KN,AMRO,0,0,0,15
2020-06-30,KN,AMRO,0,0,0,15
2020-07-01,KN,AMRO,0,0,0,15
2020-07-02,KN,AMRO,0,0,0,15
2020-07-03,KN,AMRO,0,0,0,15
2020-07-04,KN,AMRO,0,0,0,15
2020-07-05,KN,AMRO,0,0,0,15
2020-07-06,KN,AMRO,0,0,1,16
2020-07-07,KN,AMRO,0,0,0,16
2020-07-08,KN,AMRO,0,0,0,16
2020-07-09,KN,AMRO,0,0,0,16
2020-07-10,KN,AMRO,0,0,0,16
2020-07-11,KN,AMRO,0,0,1,17
2020-07-12,KN,AMRO,0,0,0,17
2020-07-13,KN,AMRO,0,0,0,17
2020-07-14,KN,AMRO,0,0,0,17
2020-07-15,KN,AMRO,0,0,0,17
2020-07-16,KN,AMRO,0,0,0,17
2020-07-17,KN,AMRO,0,0,0,17
2020-07-18,KN,AMRO,0,0,0,17
2020-07-19,KN,AMRO,0,0,0,17
2020-07-20,KN,AMRO,0,0,0,17
2020-07-21,KN,AMRO,0,0,0,17
2020-07-22,KN,AMRO,0,0,0,17
2020-07-23,KN,AMRO,0,0,0,17
2020-07-24,KN,AMRO,0,0,0,17
2020-07-25,KN,AMRO,0,0,0,17
2020-07-26,KN,AMRO,0,0,0,17
2020-03-15,LC,AMRO,0,0,2,2
2020-03-16,LC,AMRO,0,0,0,2
2020-03-17,LC,AMRO,0,0,0,2
2020-03-18,LC,AMRO,0,0,0,2
2020-03-19,LC,AMRO,0,0,0,2
2020-03-20,LC,AMRO,0,0,0,2
2020-03-21,LC,AMRO,0,0,0,2
2020-03-22,LC,AMRO,0,0,0,2
2020-03-23,LC,AMRO,0,0,0,2
2020-03-24,LC,AMRO,0,0,1,3
2020-03-25,LC,AMRO,0,0,0,3
2020-03-26,LC,AMRO,0,0,0,3
2020-03-27,LC,AMRO,0,0,0,3
2020-03-28,LC,AMRO,0,0,0,3
2020-03-29,LC,AMRO,0,0,0,3
2020-03-30,LC,AMRO,0,0,1,4
2020-03-31,LC,AMRO,0,0,5,9
2020-04-01,LC,AMRO,0,0,0,9
2020-04-02,LC,AMRO,0,0,4,13
2020-04-03,LC,AMRO,0,0,0,13
2020-04-04,LC,AMRO,0,0,0,13
2020-04-05,LC,AMRO,0,0,0,13
2020-04-06,LC,AMRO,0,0,1,14
2020-04-07,LC,AMRO,0,0,0,14
2020-04-08,LC,AMRO,0,0,0,14
2020-04-09,LC,AMRO,0,0,0,14
2020-04-10,LC,AMRO,0,0,0,14
2020-04-11,LC,AMRO,0,0,0,14
2020-04-12,LC,AMRO,0,0,1,15
2020-04-13,LC,AMRO,0,0,0,15
2020-04-14,LC,AMRO,0,0,0,15
2020-04-15,LC,AMRO,0,0,0,15
2020-04-16,LC,AMRO,0,0,0,15
2020-04-17,LC,AMRO,0,0,0,15
2020-04-18,LC,AMRO,0,0,0,15
2020-04-19,LC,AMRO,0,0,0,15
2020-04-20,LC,AMRO,0,0,0,15
2020-04-21,LC,AMRO,0,0,0,15
2020-04-22,LC,AMRO,0,0,0,15
2020-04-23,LC,AMRO,0,0,0,15
2020-04-24,LC,AMRO,0,0,0,15
2020-04-25,LC,AMRO,0,0,0,15
2020-04-26,LC,AMRO,0,0,0,15
2020-04-27,LC,AMRO,0,0,0,15
2020-04-28,LC,AMRO,0,0,0,15
2020-04-29,LC,AMRO,0,0,0,15
2020-04-30,LC,AMRO,0,0,2,17
2020-05-01,LC,AMRO,0,0,0,17
2020-05-02,LC,AMRO,0,0,0,17
2020-05-03,LC,AMRO,0,0,0,17
2020-05-04,LC,AMRO,0,0,0,17
2020-05-05,LC,AMRO,0,0,1,18
2020-05-06,LC,AMRO,0,0,0,18
2020-05-07,LC,AMRO,0,0,0,18
2020-05-08,LC,AMRO,0,0,0,18
2020-05-09,LC,AMRO,0,0,0,18
2020-05-10,LC,AMRO,0,0,0,18
2020-05-11,LC,AMRO,0,0,0,18
2020-05-12,LC,AMRO,0,0,0,18
2020-05-13,LC,AMRO,0,0,0,18
2020-05-14,LC,AMRO,0,0,0,18
2020-05-15,LC,AMRO,0,0,0,18
2020-05-16,LC,AMRO,0,0,0,18
2020-05-17,LC,AMRO,0,0,0,18
2020-05-18,LC,AMRO,0,0,0,18
2020-05-19,LC,AMRO,0,0,0,18
2020-05-20,LC,AMRO,0,0,0,18
2020-05-21,LC,AMRO,0,0,0,18
2020-05-22,LC,AMRO,0,0,0,18
2020-05-23,LC,AMRO,0,0,0,18
2020-05-24,LC,AMRO,0,0,0,18
2020-05-25,LC,AMRO,0,0,0,18
2020-05-26,LC,AMRO,0,0,0,18
2020-05-27,LC,AMRO,0,0,0,18
2020-05-28,LC,AMRO,0,0,0,18
2020-05-29,LC,AMRO,0,0,0,18
2020-05-30,LC,AMRO,0,0,0,18
2020-05-31,LC,AMRO,0,0,0,18
2020-06-01,LC,AMRO,0,0,0,18
2020-06-02,LC,AMRO,0,0,0,18
2020-06-03,LC,AMRO,0,0,0,18
2020-06-04,LC,AMRO,0,0,0,18
2020-06-05,LC,AMRO,0,0,0,18
2020-06-06,LC,AMRO,0,0,1,19
2020-06-07,LC,AMRO,0,0,0,19
2020-06-08,LC,AMRO,0,0,0,19
2020-06-09,LC,AMRO,0,0,0,19
2020-06-10,LC,AMRO,0,0,0,19
2020-06-11,LC,AMRO,0,0,0,19
2020-06-12,LC,AMRO,0,0,0,19
2020-06-13,LC,AMRO,0,0,0,19
2020-06-14,LC,AMRO,0,0,0,19
2020-06-15,LC,AMRO,0,0,0,19
2020-06-16,LC,AMRO,0,0,0,19
2020-06-17,LC,AMRO,0,0,0,19
2020-06-18,LC,AMRO,0,0,0,19
2020-06-19,LC,AMRO,0,0,0,19
2020-06-20,LC,AMRO,0,0,0,19
2020-06-21,LC,AMRO,0,0,0,19
2020-06-22,LC,AMRO,0,0,0,19
2020-06-23,LC,AMRO,0,0,0,19
2020-06-24,LC,AMRO,0,0,0,19
2020-06-25,LC,AMRO,0,0,0,19
2020-06-26,LC,AMRO,0,0,0,19
2020-06-27,LC,AMRO,0,0,0,19
2020-06-28,LC,AMRO,0,0,0,19
2020-06-29,LC,AMRO,0,0,0,19
2020-06-30,LC,AMRO,0,0,0,19
2020-07-01,LC,AMRO,0,0,0,19
2020-07-02,LC,AMRO,0,0,0,19
2020-07-03,LC,AMRO,0,0,0,19
2020-07-04,LC,AMRO,0,0,3,22
2020-07-05,LC,AMRO,0,0,0,22
2020-07-06,LC,AMRO,0,0,0,22
2020-07-07,LC,AMRO,0,0,0,22
2020-07-08,LC,AMRO,0,0,0,22
2020-07-09,LC,AMRO,0,0,0,22
2020-07-10,LC,AMRO,0,0,0,22
2020-07-11,LC,AMRO,0,0,0,22
2020-07-12,LC,AMRO,0,0,0,22
2020-07-13,LC,AMRO,0,0,0,22
2020-07-14,LC,AMRO,0,0,0,22
2020-07-15,LC,AMRO,0,0,0,22
2020-07-16,LC,AMRO,0,0,1,23
2020-07-17,LC,AMRO,0,0,0,23
2020-07-18,LC,AMRO,0,0,0,23
2020-07-19,LC,AMRO,0,0,0,23
2020-07-20,LC,AMRO,0,0,0,23
2020-07-21,LC,AMRO,0,0,0,23
2020-07-22,LC,AMRO,0,0,0,23
2020-07-23,LC,AMRO,0,0,0,23
2020-07-24,LC,AMRO,0,0,1,24
2020-07-25,LC,AMRO,0,0,0,24
2020-07-26,LC,AMRO,0,0,0,24
2020-03-02,MF,AMRO,0,0,2,2
2020-03-03,MF,AMRO,0,0,0,2
2020-03-04,MF,AMRO,0,0,0,2
2020-03-05,MF,AMRO,0,0,0,2
2020-03-06,MF,AMRO,0,0,0,2
2020-03-07,MF,AMRO,0,0,0,2
2020-03-08,MF,AMRO,0,0,0,2
2020-03-09,MF,AMRO,0,0,0,2
2020-03-10,MF,AMRO,0,0,0,2
2020-03-11,MF,AMRO,0,0,0,2
2020-03-12,MF,AMRO,0,0,0,2
2020-03-13,MF,AMRO,0,0,0,2
2020-03-14,MF,AMRO,0,0,0,2
2020-03-15,MF,AMRO,0,0,0,2
2020-03-16,MF,AMRO,0,0,0,2
2020-03-17,MF,AMRO,0,0,0,2
2020-03-18,MF,AMRO,0,0,2,4
2020-03-19,MF,AMRO,0,0,0,4
2020-03-20,MF,AMRO,0,0,0,4
2020-03-21,MF,AMRO,0,0,0,4
2020-03-22,MF,AMRO,0,0,0,4
2020-03-23,MF,AMRO,0,0,1,5
2020-03-24,MF,AMRO,0,0,3,8
2020-03-25,MF,AMRO,0,0,0,8
2020-03-26,MF,AMRO,0,0,3,11
2020-03-27,MF,AMRO,0,0,0,11
2020-03-28,MF,AMRO,0,0,1,12
2020-03-29,MF,AMRO,0,0,0,12
2020-03-30,MF,AMRO,0,0,0,12
2020-03-31,MF,AMRO,1,1,6,18
2020-04-01,MF,AMRO,1,2,0,18
2020-04-02,MF,AMRO,0,2,3,21
2020-04-03,MF,AMRO,0,2,1,22
2020-04-04,MF,AMRO,0,2,0,22
2020-04-05,MF,AMRO,0,2,2,24
2020-04-06,MF,AMRO,0,2,5,29
2020-04-07,MF,AMRO,0,2,2,31
2020-04-08,MF,AMRO,0,2,0,31
2020-04-09,MF,AMRO,0,2,0,31
2020-04-10,MF,AMRO,0,2,1,32
2020-04-11,MF,AMRO,0,2,0,32
2020-04-12,MF,AMRO,0,2,1,33
2020-04-13,MF,AMRO,0,2,0,33
2020-04-14,MF,AMRO,0,2,0,33
2020-04-15,MF,AMRO,0,2,2,35
2020-04-16,MF,AMRO,0,2,0,35
2020-04-17,MF,AMRO,0,2,0,35
2020-04-18,MF,AMRO,0,2,0,35
2020-04-19,MF,AMRO,0,2,2,37
2020-04-20,MF,AMRO,0,2,0,37
2020-04-21,MF,AMRO,0,2,0,37
2020-04-22,MF,AMRO,0,2,0,37
2020-04-23,MF,AMRO,0,2,1,38
2020-04-24,MF,AMRO,0,2,0,38
2020-04-25,MF,AMRO,0,2,0,38
2020-04-26,MF,AMRO,1,3,0,38
2020-04-27,MF,AMRO,0,3,0,38
2020-04-28,MF,AMRO,0,3,0,38
2020-04-29,MF,AMRO,0,3,0,38
2020-04-30,MF,AMRO,0,3,0,38
2020-05-01,MF,AMRO,0,3,0,38
2020-05-02,MF,AMRO,0,3,0,38
2020-05-03,MF,AMRO,0,3,0,38
2020-05-04,MF,AMRO,0,3,0,38
2020-05-05,MF,AMRO,0,3,0,38
2020-05-06,MF,AMRO,0,3,0,38
2020-05-07,MF,AMRO,0,3,0,38
2020-05-08,MF,AMRO,0,3,0,38
2020-05-09,MF,AMRO,0,3,0,38
2020-05-10,MF,AMRO,0,3,0,38
2020-05-11,MF,AMRO,0,3,1,39
2020-05-12,MF,AMRO,0,3,0,39
2020-05-13,MF,AMRO,0,3,0,39
2020-05-14,MF,AMRO,0,3,0,39
2020-05-15,MF,AMRO,0,3,0,39
2020-05-16,MF,AMRO,0,3,0,39
2020-05-17,MF,AMRO,0,3,0,39
2020-05-18,MF,AMRO,0,3,0,39
2020-05-19,MF,AMRO,0,3,0,39
2020-05-20,MF,AMRO,0,3,0,39
2020-05-21,MF,AMRO,0,3,0,39
2020-05-22,MF,AMRO,0,3,0,39
2020-05-23,MF,AMRO,0,3,0,39
2020-05-24,MF,AMRO,0,3,0,39
2020-05-25,MF,AMRO,0,3,0,39
2020-05-26,MF,AMRO,0,3,0,39
2020-05-27,MF,AMRO,0,3,1,40
2020-05-28,MF,AMRO,0,3,0,40
2020-05-29,MF,AMRO,0,3,0,40
2020-05-30,MF,AMRO,0,3,0,40
2020-05-31,MF,AMRO,0,3,1,41
2020-06-01,MF,AMRO,0,3,0,41
2020-06-02,MF,AMRO,0,3,0,41
2020-06-03,MF,AMRO,0,3,0,41
2020-06-04,MF,AMRO,0,3,0,41
2020-06-05,MF,AMRO,0,3,0,41
2020-06-06,MF,AMRO,0,3,0,41
2020-06-07,MF,AMRO,0,3,0,41
2020-06-08,MF,AMRO,0,3,0,41
2020-06-09,MF,AMRO,0,3,0,41
2020-06-10,MF,AMRO,0,3,0,41
2020-06-11,MF,AMRO,0,3,0,41
2020-06-12,MF,AMRO,0,3,0,41
2020-06-13,MF,AMRO,0,3,0,41
2020-06-14,MF,AMRO,0,3,0,41
2020-06-15,MF,AMRO,0,3,0,41
2020-06-16,MF,AMRO,0,3,0,41
2020-06-17,MF,AMRO,0,3,1,42
2020-06-18,MF,AMRO,0,3,0,42
2020-06-19,MF,AMRO,0,3,0,42
2020-06-20,MF,AMRO,0,3,0,42
2020-06-21,MF,AMRO,0,3,0,42
2020-06-22,MF,AMRO,0,3,0,42
2020-06-23,MF,AMRO,0,3,0,42
2020-06-24,MF,AMRO,0,3,0,42
2020-06-25,MF,AMRO,0,3,0,42
2020-06-26,MF,AMRO,0,3,0,42
2020-06-27,MF,AMRO,0,3,0,42
2020-06-28,MF,AMRO,0,3,0,42
2020-06-29,MF,AMRO,0,3,0,42
2020-06-30,MF,AMRO,0,3,1,43
2020-07-01,MF,AMRO,0,3,0,43
2020-07-02,MF,AMRO,0,3,0,43
2020-07-03,MF,AMRO,0,3,0,43
2020-07-04,MF,AMRO,0,3,0,43
2020-07-05,MF,AMRO,0,3,1,44
2020-07-06,MF,AMRO,0,3,0,44
2020-07-07,MF,AMRO,0,3,0,44
2020-07-08,MF,AMRO,0,3,0,44
2020-07-09,MF,AMRO,0,3,0,44
2020-07-10,MF,AMRO,0,3,0,44
2020-07-11,MF,AMRO,0,3,0,44
2020-07-12,MF,AMRO,0,3,0,44
2020-07-13,MF,AMRO,0,3,0,44
2020-07-14,MF,AMRO,0,3,0,44
2020-07-15,MF,AMRO,0,3,0,44
2020-07-16,MF,AMRO,0,3,0,44
2020-07-17,MF,AMRO,0,3,0,44
2020-07-18,MF,AMRO,0,3,2,46
2020-07-19,MF,AMRO,0,3,0,46
2020-07-20,MF,AMRO,0,3,0,46
2020-07-21,MF,AMRO,0,3,0,46
2020-07-22,MF,AMRO,0,3,0,46
2020-07-23,MF,AMRO,0,3,0,46
2020-07-24,MF,AMRO,0,3,0,46
2020-07-25,MF,AMRO,0,3,0,46
2020-07-26,MF,AMRO,0,3,3,49
2020-04-08,PM,AMRO,0,0,1,1
2020-04-09,PM,AMRO,0,0,0,1
2020-04-10,PM,AMRO,0,0,0,1
2020-04-11,PM,AMRO,0,0,0,1
2020-04-12,PM,AMRO,0,0,0,1
2020-04-13,PM,AMRO,0,0,0,1
2020-04-14,PM,AMRO,0,0,0,1
2020-04-15,PM,AMRO,0,0,0,1
2020-04-16,PM,AMRO,0,0,0,1
2020-04-17,PM,AMRO,0,0,0,1
2020-04-18,PM,AMRO,0,0,0,1
2020-04-19,PM,AMRO,0,0,0,1
2020-04-20,PM,AMRO,0,0,0,1
2020-04-21,PM,AMRO,0,0,0,1
2020-04-22,PM,AMRO,0,0,0,1
2020-04-23,PM,AMRO,0,0,0,1
2020-04-24,PM,AMRO,0,0,0,1
2020-04-25,PM,AMRO,0,0,0,1
2020-04-26,PM,AMRO,0,0,0,1
2020-04-27,PM,AMRO,0,0,0,1
2020-04-28,PM,AMRO,0,0,0,1
2020-04-29,PM,AMRO,0,0,0,1
2020-04-30,PM,AMRO,0,0,0,1
2020-05-01,PM,AMRO,0,0,0,1
2020-05-02,PM,AMRO,0,0,0,1
2020-05-03,PM,AMRO,0,0,0,1
2020-05-04,PM,AMRO,0,0,0,1
2020-05-05,PM,AMRO,0,0,0,1
2020-05-06,PM,AMRO,0,0,0,1
2020-05-07,PM,AMRO,0,0,0,1
2020-05-08,PM,AMRO,0,0,0,1
2020-05-09,PM,AMRO,0,0,0,1
2020-05-10,PM,AMRO,0,0,0,1
2020-05-11,PM,AMRO,0,0,0,1
2020-05-12,PM,AMRO,0,0,0,1
2020-05-13,PM,AMRO,0,0,0,1
2020-05-14,PM,AMRO,0,0,0,1
2020-05-15,PM,AMRO,0,0,0,1
2020-05-16,PM,AMRO,0,0,0,1
2020-05-17,PM,AMRO,0,0,0,1
2020-05-18,PM,AMRO,0,0,0,1
2020-05-19,PM,AMRO,0,0,0,1
2020-05-20,PM,AMRO,0,0,0,1
2020-05-21,PM,AMRO,0,0,0,1
2020-05-22,PM,AMRO,0,0,0,1
2020-05-23,PM,AMRO,0,0,0,1
2020-05-24,PM,AMRO,0,0,0,1
2020-05-25,PM,AMRO,0,0,0,1
2020-05-26,PM,AMRO,0,0,0,1
2020-05-27,PM,AMRO,0,0,0,1
2020-05-28,PM,AMRO,0,0,0,1
2020-05-29,PM,AMRO,0,0,0,1
2020-05-30,PM,AMRO,0,0,0,1
2020-05-31,PM,AMRO,0,0,0,1
2020-06-01,PM,AMRO,0,0,0,1
2020-06-02,PM,AMRO,0,0,0,1
2020-06-03,PM,AMRO,0,0,0,1
2020-06-04,PM,AMRO,0,0,0,1
2020-06-05,PM,AMRO,0,0,0,1
2020-06-06,PM,AMRO,0,0,0,1
2020-06-07,PM,AMRO,0,0,0,1
2020-06-08,PM,AMRO,0,0,0,1
2020-06-09,PM,AMRO,0,0,0,1
2020-06-10,PM,AMRO,0,0,0,1
2020-06-11,PM,AMRO,0,0,0,1
2020-06-12,PM,AMRO,0,0,0,1
2020-06-13,PM,AMRO,0,0,0,1
2020-06-14,PM,AMRO,0,0,0,1
2020-06-15,PM,AMRO,0,0,0,1
2020-06-16,PM,AMRO,0,0,0,1
2020-06-17,PM,AMRO,0,0,0,1
2020-06-18,PM,AMRO,0,0,0,1
2020-06-19,PM,AMRO,0,0,0,1
2020-06-20,PM,AMRO,0,0,0,1
2020-06-21,PM,AMRO,0,0,0,1
2020-06-22,PM,AMRO,0,0,0,1
2020-06-23,PM,AMRO,0,0,0,1
2020-06-24,PM,AMRO,0,0,0,1
2020-06-25,PM,AMRO,0,0,0,1
2020-06-26,PM,AMRO,0,0,0,1
2020-06-27,PM,AMRO,0,0,0,1
2020-06-28,PM,AMRO,0,0,0,1
2020-06-29,PM,AMRO,0,0,0,1
2020-06-30,PM,AMRO,0,0,0,1
2020-07-01,PM,AMRO,0,0,0,1
2020-07-02,PM,AMRO,0,0,0,1
